TITLE,LOCATION,PRICE,LAND AREA,BUILDUP AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES
"Bungalow for sale in Grande Villa Housing, Tokha","Grande Villa, Kathmandu",Rs. 2.45 Cr ,3.1 aana,,21 Feet,North-East,2,3,2,2071 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'AirCon', 'Modular Kitchen', 'Power Backup']"
Brand new house for sale near Thankot Checkpost,"Thankot, Kathmandu",Rs. 1.15 Cr ,,,13 Feet,,1,,,2068 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"House for sale at Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Rs. 3.5 Cr ,5.0 aana,,13 Feet,South,2.5,,5,2062 B.S,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Luxurious bungalow on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 5.9 Cr ,7.0 aana,,12-18 Feet,North,2.5,4,7,2071 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']"
"Full furnished house for sale in Manjushree Colony, Nakkhu","Nakkhu, Lalitpur",Rs. 3.3 Cr ,4.1 aana,,15 Feet,South-West,2.5,4,4,2068 B.S,,"['Parquet', 'AirCon', 'Internet', 'Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Brand new house for sale in Kusunti,"Kusunti, Lalitpur",Rs. 2.7 Cr ,4.0 aana,,15 Feet,South,2.5,5,3,2062 B.S,,"['Earthquake Resistant', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Internet']"
"Brand new house for sale in Kusunti, Lalitpur","Kusunti, Lalitpur",Rs. 2.4 Cr ,3.2 aana,,15 Feet,South,2.5,4,3,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet', 'Internet']"
"House for sale at Baluwakhani, Kapan","Baluwakhani, Kathmandu",Rs. 2.35 Cr ,3.2 aana,,12-18 Feet,North,2.5,,,2071 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup', 'Marbel']"
Bungalow house for sale in Sukedhara,"Sukedhara, Kathmandu",Rs. 3.5 Cr ,5.0 aana,,13 Feet,North,2.5,,,2068 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'AirCon', 'Parquet', 'Marbel']"
"House for rent in Vinayak Colony, Bhaisepati","Bhaisepati, Lalitpur","Rs. 65,000 /m",4.0 aana,1200 Sq. Feet,20 Feet,South,2.5,3,4,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Internet']"
"House on sale near Greenhill City, Mulpani","Mulpani, Kathmandu",Rs. 2.95 Cr ,4.2 aana,,12 Feet,West,3,8,6,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
House on sale in Gokarneshwor,"Gorkarneshwor, Kathmandu",Rs. 2.7 Cr ,4.0 aana,,11 Feet,South,4.5,8,4,2072 B.S,,"['Bathroom', 'Drainage', 'Parking']"
House for rent in Sanepa,"Sanepa, Lalitpur",Rs. 1 Lac/m,12.0 aana,,12 Feet,East,2,4,2,2068 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking']"
Brand new house on sale near Budhanilkantha School,"Narayanthan , Kathmandu",Price on call,3.0 aana,,16 Feet,East,2.5,4,4,2072 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Residential house for sale at Golfutar,"Golfutar, Kathmandu",Rs. 2.8 Cr ,4.0 aana,,18 Feet,East,2.5,6,,2068 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup']"
"Brand new house on sale in Magar Gaun, Bhaisepati","Bhaisepati, Lalitpur",Rs. 1.99 Cr ,3.1 aana,,18 Feet,North-West,2.5,4,,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet']"
"Brand new house on sale in Karyabinayak Homes, Bhaisepati","Karyabinayak, Lalitpur",Price on call,3.2 aana,2375 Sq. Feet,20 Feet,South-East,2.5,4,5,2077 B.S,,"['Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking', 'Swimming Pool', 'Gym', 'Internet', 'Power Backup']"
Residential house on sale in Syuchatar,"Syuchatar, Kathmandu",Rs. 2.5 Cr ,5.0 aana,1700 Sq. Feet,16 Feet,East,2.5,4,3,2071 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Beautiful Home and Huge Garden in Bhaisepati for rent,"Bhaisepati, Lalitpur",Rs. 3 Lac/m,48.0 aana,1-0-0-0 Ropani-aana-Paisa-Daam,20 Feet,South-West,3,5,5,2068 B.S,,"['Marbel', 'Parquet', 'Fridge', 'Sofa', 'Power Backup', 'Dining Room', 'Bed Room', 'Garden', 'Parking', 'Playground', 'Internet']"
"Bungalow house for sale in Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Rs. 3.5 Cr ,5.0 aana,,13 Feet,South,2.5,5,5,2062 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"House for sale in Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Rs. 3.2 Cr ,4.2 aana,,15 Feet,South-West,2.5,5,5,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Parquet']"
"Bungalow for sale in Man Bahadur Marga, Budhanilkantha","Manabahadur Marga, Kathmandu",Rs. 2.3 Cr ,3.2 aana,,12-18 Feet,North,2.5,3,4,2070 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"Bungalow on sale in Narayanthan, Budhanilkantha","Narayanthan , Kathmandu",Rs. 5.5 Cr ,7.2 aana,,13 Feet,North-East,2.5,4,5,2060 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']"
"Brand new bungalow house for sale in Narayanthan, Budhanilkantha","Narayanthan , Kathmandu",Rs. 3.5 Cr ,4.0 aana,,13 Feet,North-East,2.5,5,5,2077 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking']"
"Brand new house for sale near Mediciti Hospital, Nakkhu","Nakkhu, Lalitpur",Rs. 2.35 Cr ,3.0 aana,,20 Feet,East,2.5,4,5,2074 B.S,,"['Parquet', 'Drainage', 'Garden', 'Internet', 'Parking', 'Bathroom', 'Drinking Water']"
"Brand new house on sale in Nakkhu, near Mediciti Hospital","Nakkhu, Lalitpur",Rs. 2.3 Cr ,3.0 aana,,16 Feet,South,2.5,4,3,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Internet']"
"House on sale at Imadol, Shital Height","Imadol, Lalitpur",Rs. 1.95 Cr ,3.0 aana,,12-18 Feet,,2.5,,,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"House for sale in Reliable Colony, Bhaisepati","Bhaisepati, Lalitpur",Rs. 2.8 Cr ,4.3 aana,1810 Sq. Feet,16 Feet,East,2.5,4,4,2062 B.S,,"['Marbel', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Garden', 'Water Purifier', 'Power Backup', 'Power Backup']"
"Brand new house on sale in Kusunti, Lalitpur","Kusunti, Lalitpur",Rs. 2.35 Cr ,3.1 aana,1959 Sq. Feet,15 Feet,North-West,2.5,4,4,2077 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Internet']"
House for sale at Shankhamul ,"Shankhamul, Kathmandu",Rs. 4 Cr ,4.0 aana,2700 Sq. Feet,13 Feet,West,2.5,7,3,2058 B.S,,"['Earthquake Resistant', 'Marbel', 'Fridge', 'Sofa', 'Power Backup', 'Dining Room', 'MiCrowave', 'Water Purifier', 'Washing Machine', 'Bed Room', 'Iron']"
Brand new house for sale in Dhapasi,"Dhapasi, Kathmandu",Rs. 2.8 Cr ,4.2 aana,,13 Feet,South-East,2.5,,,2068 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"House for sale in Tokha, near Grande Housing","Tokha Height, Kathmandu",Rs. 2.3 Cr ,3.2 aana,,12 Feet,East,2.5,,,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
"House for rent near Japanese Embassy, Maharajgunj","Maharajgunj, Kathmandu",Rs. 2.55 Lac/m,16.0 aana,,20 Feet,South-East,2.5,4,4,2077 B.S,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']"
House for sale at Hattiban,"Hattiban, Lalitpur",Rs. 2.15 Cr ,4.0 aana,2258 Sq. Feet,12 Feet,East,2.5,6,4,2071 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Brand new house for sale in Gothatar,"Gothatar, Kathmandu",Rs. 4 Cr ,6.0 aana,,20 Feet,South-West,2.5,4,3,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
"House on sale at Imadol, near Kist Hospital","Imadol, Lalitpur",Rs. 2.1 Cr ,3.0 aana,,12-18 Feet,,3.5,,,2072 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage']"
House for sale in Syuchatar,"Syuchatar, Kathmandu",Rs. 2.05 Cr ,3.0 aana,,13 Feet,South,2.5,6,3,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Semi furnished bungalow on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 4.5 Cr ,7.0 aana,,20 Feet,East,2.5,5,,2062 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Internet', 'Parquet']"
"House for sale in Khadkagaun, near LRI School","Khadka Gaun, Kathmandu",Rs. 2.3 Cr ,4.0 aana,,13 Feet,North-West,2.5,4,,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']"
Bungalow for sale in Mandikhatar,"Mandikhatar, Kathmandu",Rs. 4.5 Cr ,5.0 aana,,18 Feet,East,2.5,6,4,2071 B.S,,"['Parquet', 'Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Power Backup', 'Parking']"
House on sale in Swoyambhu in land price,"Swoyambhu, Kathmandu",Rs. 62 Lac/aana,12.3 aana,,22 Feet,East,2.5,6,3,2068 B.S,,"['Bathroom', 'Parking', 'Garden', 'Drainage']"
"Brand new house on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 2.4 Cr ,3.0 aana,,12-15 Feet,West,2.5,4,3,2062 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Internet']"
"House on sale in Nakhu, near Mediciti Hospital","Nakkhu, Lalitpur",Rs. 3.25 Cr ,4.0 aana,,13-16 Feet,South-West,3,7,4,2071 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup']"
"Bungalow on sale in Nakhipot, near Kantipur Colony","Nakhipot, Lalitpur",Rs. 8 Cr ,7.0 aana,5500 Sq. Feet,20 Feet,West,3,8,6,2068 B.S,,"['Drinking Water', 'Bathroom', 'Garden', 'Drainage', 'Parking']"
"House on sale in Mahadevsthan, Chandragiri","Mahadevsthan, Kathmandu",Rs. 1.05 Cr ,3.0 aana,,10 Feet,East,1,2,1,2062 B.S,,"['Drainage', 'Parking', 'Drinking Water', 'Bathroom']"
"house on sale in Hattiban, Lalitpur","Hattiban, Lalitpur",Rs. 2.11 Cr ,4.0 aana,,13 Feet,South,2,3,3,2077 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water', 'Parquet']"
House for Sale at Kapan,"Kapan Gumba, Kathmandu",Rs. 1.4 Cr ,3.2 aana,900 Sq. Feet,13 Feet,East,2.5,3,2,2071 B.S,,"['Earthquake Resistant', 'Marbel', 'Internet', 'Drinking Water', 'Parking', 'TV']"
House for sale in Narayantar,"Narayantar, Kathmandu",Rs. 2.75 Cr ,4.2 aana,,16-20 Feet,East,2.5,3,4,2068 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']"
"House for sale in Southern Heights Colony, Thaiba","Thaiba, Lalitpur",Rs. 4.85 Cr ,6.0 aana,,20 Feet,North-East,2.5,4,4,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Internet', 'Gym', 'Marbel']"
Bungalow on sale at Dhumbarahi Height,"Dhumbarahi, Kathmandu",Rs. 13 Cr ,16.0 aana,,15 Feet,South-East,2.5,4,5,2068 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']"
Fully Furnished Bungalow House for Rent in Budhanilkantha,"Siddhartha Colony, Kathmandu",Rs. 2.5 Lac/m,4600 sq. ft,4600 Sq. Feet,20 Feet,East,2.5,6,6,2062 B.S,,"['Earthquake Resistant', 'Parquet', 'Fridge', 'Sofa', 'Power Backup', 'Dining Room', 'MiCrowave', 'AirCon', 'Washing Machine', 'Bed Room', 'Garden']"
"Luxurious house on sale in Aakasedhara, Kapan","Kapan, Kathmandu",Price on call,4.2 aana,2592 Sq. Feet,15 Feet,South,2.5,5,5,2077 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Internet', 'Garden']"
"House on sale in Narephat, Koteshwor","Narephat, Kathmandu",Rs. 3.85 Cr ,6.0 aana,3200 Sq. Feet,13 Feet,West,2.5,6,4,2071 B.S,,"['Earthquake Resistant', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup', 'Garden']"
House on sale only in land price in Sanobharyang,"Sanobharyang, Kathmandu",Rs. 1.85 Cr ,5.1 aana,2400 Sq. Feet,12 Feet,South,2.5,7,3,2068 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"Bungalow house on sale at Shristy Colony, Nagarjun","Sitapaila, Kathmandu",Rs. 7 Cr ,6.5 aana,,14 Feet,South,2,5,3,2062 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Marbel']"
Bungalow for sale at Chandol,"Chandol, Kathmandu",Rs. 4.6 Cr ,6.0 aana,,18 Feet,North,2,5,3,2074 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']"
Bungalow house for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 11.5 Cr ,8.6 aana,,13 Feet,South,2.5,7,5,2070 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking']"
Brand new bungalow on sale in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 3.75 Cr ,4.0 aana,,16 Feet,North-West,2.5,6,6,2060 B.S,,"['Parquet', 'Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking']"
"House on sale in Imadol, opposite of Green Hill City","Imadol, Lalitpur",Rs. 2.4 Cr ,4.0 aana,,14/22 Feet,East,2.5,4,4,2077 B.S,,"['Earthquake Resistant', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Brand new house on sale in Ekantakuna,"Ekantakuna, Lalitpur",Price on call,4.0 aana,,18 Feet,South-East,2.5,3,4,2074 B.S,,"['Earthquake Resistant', 'Parquet', 'Drinking Water', 'Internet', 'Bathroom', 'Parking', 'Drainage', 'Garden']"
Brand new house on sale in Kusunti,"Kusunti, Lalitpur",Price on call,4.3 aana,,20 Feet,South-East,2.5,4,4,2076 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Internet', 'Parquet']"
Bungalow on sale in Narayanthan,"Narayanthan , Kathmandu",Rs. 8 Cr ,11.0 aana,,14 Feet,South-East,2.5,6,3,2076 B.S,,"['Parquet', 'Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking']"
Bungalow for sale at Naxal,"Naxal, Kathmandu",Rs. 13.5 Cr ,17.0 aana,,16 Feet,South,2.5,5,5,2060 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Marbel']"
House for sale at Dhapasi,"Dhapasi, Kathmandu",Rs. 3.3 Cr ,6.0 aana,,20 Feet,South,2.5,6,4,2052 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow on sale at Hepali Height,"Hepali Height, Kathmandu",Rs. 3.3 Cr ,4.0 aana,,14 Feet,North,2.5,6,4,2054 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Parquet']"
"House on sale in Sankata Colony, Sitapaila","Sitapaila, Kathmandu",Rs. 2.4 Cr ,4.2 aana,,16 Feet,North,2.5,4,4,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup', 'Marbel']"
House for sale at Bafal,"Bafal, Kathmandu",Rs. 4.6 Cr ,5.2 aana,,13-20 Feet,South,3.5,7,4,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water']"
House on sale at Makalbari Buspark,"Makalbari, Kathmandu",Rs. 1.7 Cr ,2.2 aana,1344 Sq. Feet,12 Feet,North-East,3.5,6,5,2070 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"House on sale in Nakkhu, near Mediciti Hospital","Karyabinayak, Lalitpur",Rs. 3.25 Cr ,4.0 aana,,20 Feet,West,2.5,4,5,2060 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Internet', 'Parking', 'Parquet']"
House on rent in Thapathali Height,"Thapathali, Kathmandu",Price on call,48.0 aana,7000 Sq. Feet,12-18 Feet,,2.5,,13,2070 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Internet']"
"House on sale in Bojepokhari, Lalitpur","Bojepokhari, Lalitpur",Rs. 3 Cr ,6.0 aana,,12 Feet,South-East,2.5,,,2059 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Marbel']"
Brand new house on sale in Syuchatar,"Syuchatar, Kathmandu",Rs. 2.95 Cr ,4.0 aana,,20 Feet,North,3.5,7,,2060 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"House on sale at Hattiban, Lalitpur","Hattiban, Lalitpur",Rs. 2.65 Cr ,4.0 aana,0-4-0-0 Ropani-aana-Paisa-Daam,20 Feet,South-East,2.5,,,2070 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"House on sale in Mulpani, Tiwari Tole","Mulpani, Kathmandu",Rs. 2.25 Cr ,4.1 aana,,14 Feet,South East,3,4,5,2075 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
"Bungalow house for sale in Narayanthan, Budhanilkantha","Narayanthan , Kathmandu",Rs. 4.5 Cr ,6.0 aana,,18-20 Feet,West,2,4,4,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Parquet']"
"Brand new house on sale in Phulbari Marga, Bhaisepati","Bhaisepati, Lalitpur",Rs. 2.85 Cr ,4.0 aana,,18-20 Feet,South East,2.5,4,4,2058 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Garden', 'Parking']"
"Brand new house on sale inside Colony, Bhaisepati","Bhaisepati, Lalitpur",Rs. 2.5 Cr ,3.2 aana,,20 Feet,North,2.5,4,4,2060 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Garden', 'Parking', 'Internet']"
Bungalow for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 8 Cr ,6.5 aana,,12-18 Feet,North,2,4,,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'AirCon', 'Parquet']"
Brand new house for sale at Bhaisepati,"Bhaisepati, Lalitpur",Price on call,6.2 aana,,20 Feet,North,2.5,4,5,2074 B.S,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Internet', 'CC Camera', 'Parquet']"
"Bungalow on sale in Tokha, Venus Residency","Tokha, Kathmandu",Price on call,7.0 aana,,20 Feet,South,2.5,4,4,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Internet', 'Parking', 'Parquet']"
Brand new house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 4.7 Cr ,6.0 aana,,12-18 Feet,South West,2.5,5,,2076 B.S,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Internet']"
"House on sale at Kapan, Ram Mandir","Ram Mandir, Kathmandu",Rs. 2.72 Cr ,4.2 aana,,13 Feet,South West,2.5,6,3,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Internet', 'Parking', 'Parquet']"
"House for sale in Katunje, Bhaktapur","Katunje, Bhaktapur",Rs. 2.35 Cr ,,,20 Feet,East,3.5,8,4,2060 B.S,,"['Drainage', 'Bathroom', 'Drinking Water']"
House on sale at Chandol,"Chandol, Kathmandu",Rs. 3.5 Cr ,4.0 aana,,15-16 Feet,West,2.5,4,,2052 B.S,,"['Drinking Water', 'Bathroom', 'Garden', 'Drainage', 'Parking', 'Internet']"
House for sale at Chandol,"Chandol, Kathmandu",Price on call,3.3 aana,,22 Feet,West,3.5,8,4,2060 B.S,,"['Drinking Water', 'Bathroom', 'Drainage']"
New bungalow house on sale in Sukedhara,"Sukedhara, Kathmandu",Rs. 4 Cr ,6.0 aana,,12 Feet,West,2.5,5,3,2060 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Parquet', 'Garden']"
New house on sale in Dhumbarahi,"Dhumbarahi, Kathmandu",Rs. 6.25 Cr ,5.5 aana,5500 Sq. Feet,12 Feet,East,3,7,4,2052 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
House on sale at Dhungedhara,"Dhungedhara, Kathmandu",Rs. 2.6 Cr ,3.2 aana,,12 Feet,South,3,7,4,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
House on sale in Kuleshwor,"Kuleshwor, Kathmandu",Rs. 2.25 Cr ,2.2 aana,,18-20 Feet,East,2.5,5,4,2070 B.S,,"['Drainage', 'Bathroom']"
Bungalow for rent in Basundhara,"Basundhara, Kathmandu",Rs. 2 Lac/m,14.0 aana,5000 Sq. Feet,12-18 Feet,West,2.5,8,10,2064 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Brand new bungalow for rent in Bhaisepati,"Bhaisepati, Lalitpur",Price on call,14.0 aana,,20 Feet,West,2.5,5,5,2060 B.S,,"['Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet']"
House on sale at Thankot,"Thankot, Kathmandu",Rs. 1.6 Cr ,4.2 aana,,13 Feet,West,2.5,4,4,2070 B.S,,"['Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
New house on sale in Lolang Height,"Lolang, Kathmandu",Rs. 1.65 Cr ,3.1 aana,,12-14 Feet,West,2.5,4,4,2059 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"Brand new house on sale in Ochu Height, Imadol","Imadol, Lalitpur",Rs. 1.7 Cr ,2.2 aana,900 Sq. Feet,13 Feet,East,2.5,3,3,2060 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"Brand new bungalow on sale in Golfutar, Hepali Height","Golfutar, Kathmandu",Rs. 4 Cr ,5.2 aana,,13 Feet,South,3,5,5,2070 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Brand new house on sale in Nakkhu,"Nakkhu, Lalitpur",Price on call,3.2 aana,,20 Feet,West,2.5,4,4,2075 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Internet']"
House for rent at Bhaisepati,"Bhaisepati, Lalitpur",Rs. 1.25 Lac/m,17.0 aana,,20 Feet,West,3,8,5,2076 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Internet']"
House on sale in Ekantakuna,"Ekantakuna, Lalitpur",Price on call,3.0 aana,,13 Feet,North,2.5,3,2,2058 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Huge building on rent in Imadol,"Imadol, Lalitpur",Rs. 15 Lac/m,124.0 aana,,27 Feet,West,4,100,100,2060 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Garden', 'Marbel']"
"Brand new house on sale in Imadol, Lalitpur","Gwarko, Lalitpur",Rs. 1.95 Cr ,4.0 aana,1200 Sq. Feet,15 Feet,North West,2,5,3,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Bathroom', 'Internet', 'Drinking Water', 'Modular Kitchen', 'Bed Room', 'Drainage']"
"House on sale at Golfutar, Budhanilkantha","Golfutar, Kathmandu",Rs. 3.7 Cr ,4.0 aana,,20 Feet,South East,2.5,5,4,2075 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Internet', 'Parking', 'Parquet']"
House on rent at New Baneshwor,"New Baneshwor, Kathmandu",Rs. 1.5 Lac/m,10.0 aana,,15 Feet,East,3,5,5,2062 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking']"
Bungalow for rent in Mandikhatar,"Mandikhatar, Kathmandu",Rs. 1 Lac/m,,,20 Feet,West,2,4,3,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking', 'Marbel', 'Parquet']"
House for sale in Thankot,"Thankot, Kathmandu",Rs. 1.5 Cr ,3.0 aana,,13 Feet,East,2.5,4,4,2065 B.S,,"['Earthquake Resistant', 'Marbel', 'Parking', 'Drinking Water', 'Bathroom', 'Drainage', 'Sofa']"
New house on sale in Dhapasi,"Dhapasi, Kathmandu",Rs. 2.85 Cr ,4.0 aana,,12-14 Feet,North,2.5,5,4,2068 B.S,,"['Marbel', 'Power Backup', 'Bathroom', 'Drainage', 'Parking']"
House on sale at Imadol,"Imadol, Lalitpur",Rs. 1.9 Cr ,3.2 aana,,13 Feet,North,2.5,4,4,2076 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Parquet']"
House on sale in Dhapasi Height,"Dhapasi, Kathmandu",Rs. 3.2 Cr ,5.0 aana,,13 Feet,East,2.5,3,3,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Parquet']"
"House on sale in Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",Rs. 4.2 Cr ,7.2 aana,,14 Feet,South,2.5,5,5,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Parquet']"
Luxurious bungalow on rent in Dhobighat,"Dhobighat, Lalitpur",Rs. 1.3 Lac/m,9.2 aana,5000 Sq. Feet,20 Feet,South East,2.5,3,3,2076 B.S,,"['Earthquake Resistant', 'Water Purifier', 'Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Power Backup', 'Marbel', 'Parquet', 'MiCrowave']"
House for sale in Bhaisepati,"Bhaisepati, Lalitpur",Price on call,5.2 aana,,20 Feet,South East,2.5,4,4,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Earthquake Resistant', 'Parking', 'Internet', 'Garden', 'Power Backup', 'Parquet']"
